latitude,longitude,description,location,name,category,type,timestamp,color
-6.1281,-69.4432,Aliqua Totam,Ad Non Rem,Accusa,Corrupt,2,12/10/2005 20:04:40,orange
34.1292,-42.46,Soluta,Saepe Sit,Quisquam Proiden,Corrupt,2,11/30/2003 02:49:55,purple
-28.7925,-31.6905,Voluptatem Ni,Nostrud Autem,Qui,Corrupt,3,04/03/2004 07:53:11,purple
14.2387,-42.6451,Ullam Offi,Sit At,Consequ,Corrupt,2,07/01/2009 10:04:06,red
-28.7364,29.4411,Voluptatem Ni,Veniam Ab,Suscipit Esse,Corrupt,2,12/10/2005 20:04:40,black
37.7892,-53.8555,Soluta,Nostrud Autem,Quisqua,Corrupt,3,10/09/2009 04:06:01,purple
33.3223,-16.4551,Voluptatem Ni,Veniam Ab,Et,Corrupt,3,12/10/2005 20:04:40,blue
0.0453,-3.5115,Ullam Offi,Non Dolorem Qui,Nihil,Corrupt,2,12/10/2005 20:04:40,blue
-23.2474,-47.9998,Ullam Offi,Tempora Cumque,Suscipit Esse,Corrupt,2,07/01/2009 10:04:06,purple
28.3673,-38.2314,Soluta,Voluptas Aliquid Eaque,Aut,Corrupt,2,04/03/2004 07:53:11,yellow
25.1844,-20.22,Aliqua Totam,Veniam Ab,Accusa,Corrupt,1,07/03/2004 23:00:45,black
30.8761,-36.7185,Voluptatem Ni,Nostrud Autem,Nulla Omnis,Corrupt,2,11/30/2003 02:49:55,black
33.3223,-5.6457,Voluptatem Ni,Veniam Ab,Corrupti Minus,Corrupt,1,10/09/2009 04:06:01,red
35.3531,-24.7056,Ullam Offi,Voluptas Aliquid Eaque,Tempora,Corrupt,3,12/10/2005 20:04:40,orange
37.1575,-38.1885,Soluta,Veniam Ab,Dolorem,Corrupt,2,05/03/2009 04:35:53,white
35.1169,-74.0056,Voluptatem Ni,Tempora Cumque,Iure,Corrupt,2,07/01/2009 10:04:06,white
22.8295,-70.2099,Voluptatem Ni,Minus Officia Facere,Doloremque Consequat,Corrupt,3,06/05/2011 15:32:32,white
28.7056,22.3778,Ullam Offi,Nostrud Autem,Doloremque Consequat,Corrupt,2,07/03/2004 23:00:45,yellow
31.6711,-48.2087,Soluta,Tempora Cumque,Proiden,Corrupt,3,07/01/2009 10:04:06,grey
38.7232,29.4411,Ullam Offi,Non Dolorem Qui,Iure,Corrupt,3,11/30/2003 02:49:55,red
-2.7335,-30.6557,Ullam Offi,Veniam Ab,Suscipit Esse,Corrupt,3,07/03/2004 23:00:45,orange
27.6199,-78.3441,Aliqua Totam,Nostrud Autem,Aut,Corrupt,3,04/03/2004 07:53:11,green
-3.8475,-43.0884,Soluta,Sit At,Tempora,Corrupt,2,07/01/2009 10:04:06,black
-10.3365,-57.7194,Aliqua Totam,Voluptas Aliquid Eaque,Sint,Corrupt,3,05/03/2009 04:35:53,purple
4.2113,-56.7742,Voluptatem Ni,Non Dolorem Qui,Suscipit Esse,Corrupt,2,12/10/2005 20:04:40,red
-8.014,-17.2923,Ullam Offi,Voluptas Aliquid Eaque,Asperiores,Corrupt,1,11/30/2003 02:49:55,orange
-10.0924,-16.1816,Soluta,Perferendis Incidunt Deserunt,Iure,Corrupt,2,06/05/2011 15:32:32,yellow
15.3382,-60.7884,Voluptatem Ni,Non Dolorem Qui,Quisquam Proiden,Corrupt,2,11/06/2004 18:15:12,orange
5.0695,-43.0884,Voluptatem Ni,Sit At,Voluptas,Corrupt,2,07/03/2004 23:00:45,purple
20.8331,-21.8346,Voluptatem Ni,Minus Officia Facere,Asperiores,Corrupt,1,06/05/2011 15:32:32,yellow
-27.6232,12.9524,Aliqua Totam,Nostrud Autem,Quisquam Proiden,Corrupt,1,04/03/2004 07:53:11,green
10.9159,27.7702,Ullam Offi,Veniam Ab,Quisquam Proiden,Corrupt,2,10/09/2009 04:06:01,green
3.4576,-66.6213,Soluta,Perferendis Incidunt Deserunt,Sint,Corrupt,3,04/03/2004 07:53:11,orange
-8.5868,-4.6371,Voluptatem Ni,Saepe Sit,Reprehen,Corrupt,2,11/30/2003 02:49:55,orange
-20.8013,-22.4504,Illum Illo Q,Perferendis Incidunt Deserunt,Sint,Corrupt,2,07/03/2004 23:00:45,yellow
-21.4559,16.566,Soluta,Perferendis Incidunt Deserunt,Et,Corrupt,1,06/05/2011 15:32:32,black
-12.0688,1.9377,Ullam Offi,Perferendis Incidunt Deserunt,Voluptas,Corrupt,3,10/09/2009 04:06:01,orange
-20.729,-29.8229,Soluta,Tempora Cumque,Cupidatat,Corrupt,2,07/03/2004 23:00:45,orange
-4.8537,-19.975,Ullam Offi,Ad Non Rem,Dolorem,Corrupt,3,10/09/2009 04:06:01,purple
27.6199,13.9744,Soluta,Saepe Sit,Dicta Vel,Corrupt,3,12/10/2005 20:04:40,green
17.9826,4.2147,Soluta,Voluptas Aliquid Eaque,Voluptas,Corrupt,2,04/03/2004 07:53:11,purple
32.8015,-38.1885,Ullam Offi,Nostrud Autem,Dicta Vel,Corrupt,3,07/03/2004 23:00:45,red
-23.2474,-16.4551,Ullam Offi,Nostrud Autem,Asperiores,Corrupt,2,07/03/2004 23:00:45,grey
23.9207,-60.7884,Voluptatem Ni,Sit At,Cupidatat,Corrupt,1,06/05/2011 15:32:32,orange
0.0453,-52.8695,Illum Illo Q,Minus Officia Facere,Sint,Corrupt,2,11/30/2003 02:49:55,blue
-18.3618,27.2374,Ullam Offi,Tempora Cumque,Dolorem,Corrupt,1,11/30/2003 02:49:55,grey
-5.0194,10.1679,Voluptatem Ni,Sit At,Aut,Corrupt,1,05/03/2009 04:35:53,white
-4.3798,-13.5761,Ullam Offi,Veniam Ab,Suscipit Esse,Corrupt,3,10/09/2009 04:06:01,orange
-18.2422,-4.6371,Illum Illo Q,Perferendis Incidunt Deserunt,Voluptas,Corrupt,3,10/09/2009 04:06:01,white
-22.7419,12.9524,Soluta,Non Dolorem Qui,Consequ,Corrupt,2,05/03/2009 04:35:53,black
-4.8537,-66.6213,Illum Illo Q,Tempora Cumque,Doloremque Consequat,Corrupt,3,04/03/2004 07:53:11,green
25.1844,-42.46,Aliqua Totam,Veniam Ab,Similique Laborum,Corrupt,1,11/06/2004 18:15:12,white
17.9826,25.2909,Soluta,Non Dolorem Qui,Similique Laborum,Corrupt,2,05/03/2009 04:35:53,black
22.8295,29.7332,Soluta,Nostrud Autem,Nulla Ab,Corrupt,2,11/06/2004 18:15:12,yellow
8.9185,0.1472,Voluptatem Ni,Voluptas Aliquid Eaque,Consequ,Corrupt,2,07/01/2009 10:04:06,yellow
37.7892,-29.8229,Ullam Offi,Minus Officia Facere,Dicta Vel,Corrupt,2,07/01/2009 10:04:06,orange
-7.5187,10.3245,Ullam Offi,Perferendis Incidunt Deserunt,Sequi,Corrupt,1,05/03/2009 04:35:53,green
-21.4559,-19.3852,Soluta,Minus Officia Facere,Dolorem,Corrupt,3,05/03/2009 04:35:53,black
37.0798,-58.233,Voluptatem Ni,Sit At,Quisquam Proiden,Corrupt,3,07/01/2009 10:04:06,yellow
-22.4052,10.1679,Soluta,Minus Officia Facere,Asperiores,Corrupt,2,12/10/2005 20:04:40,green
12.2554,-30.6557,Soluta,Veniam Ab,Reprehen,Corrupt,1,06/05/2011 15:32:32,orange
9.6684,-4.6371,Voluptatem Ni,Voluptas Aliquid Eaque,Nihil,Corrupt,1,10/09/2009 04:06:01,purple
33.6237,11.8701,Voluptatem Ni,Minus Officia Facere,Doloremque Consequat,Corrupt,2,10/09/2009 04:06:01,red
8.1128,-47.9998,Soluta,Nostrud Autem,Qui,Corrupt,3,07/01/2009 10:04:06,blue
8.4178,-46.2304,Soluta,Veniam Ab,Sint,Corrupt,3,04/03/2004 07:53:11,white
-28.7364,-64.7732,Ullam Offi,Minus Officia Facere,Asperiores,Corrupt,1,06/05/2011 15:32:32,blue
-6.1281,-21.7147,Voluptatem Ni,Saepe Sit,Et,Corrupt,3,12/10/2005 20:04:40,orange
15.3382,-5.6457,Soluta,Minus Officia Facere,Et,Corrupt,1,11/30/2003 02:49:55,purple
37.7892,4.2147,Ullam Offi,Tempora Cumque,Asperiores,Corrupt,2,11/06/2004 18:15:12,yellow
23.8965,-42.46,Ullam Offi,Minus Officia Facere,Similique Laborum,Corrupt,1,04/03/2004 07:53:11,purple
-18.2422,-46.2304,Soluta,Ad Non Rem,Consequ,Corrupt,1,06/05/2011 15:32:32,blue
-18.5444,-10.3848,Soluta,Tempora Cumque,Doloremque Consequat,Corrupt,3,07/03/2004 23:00:45,green
8.6827,-22.4504,Soluta,Sit At,Cupidatat,Corrupt,3,07/01/2009 10:04:06,purple
-27.6232,1.9377,Ullam Offi,Tempora Cumque,Dicta Vel,Corrupt,2,07/01/2009 10:04:06,yellow
-10.2952,6.0526,Soluta,Minus Officia Facere,Et,Corrupt,1,11/30/2003 02:49:55,yellow
21.3363,-70.2099,Voluptatem Ni,Minus Officia Facere,Proiden,Corrupt,3,07/03/2004 23:00:45,blue
-14.6085,13.4533,Voluptatem Ni,Tempora Cumque,Proiden,Corrupt,2,06/05/2011 15:32:32,yellow
35.0563,0.1472,Soluta,Veniam Ab,Reprehen,Corrupt,1,10/09/2009 04:06:01,green
-20.729,6.0526,Voluptatem Ni,Sit At,Tempora,Corrupt,2,07/01/2009 10:04:06,green
18.2001,-22.8302,Soluta,Perferendis Incidunt Deserunt,Dicta Vel,Corrupt,1,07/01/2009 10:04:06,green
-23.2474,-20.22,Soluta,Tempora Cumque,Nulla Ab,Corrupt,3,04/03/2004 07:53:11,blue
-4.8537,-22.4504,Aliqua Totam,Sit At,Asperiores,Corrupt,3,07/01/2009 10:04:06,green
-21.4559,-60.7884,Soluta,Perferendis Incidunt Deserunt,Similique Laborum,Corrupt,1,07/03/2004 23:00:45,yellow
-9.9126,10.1679,Voluptatem Ni,Perferendis Incidunt Deserunt,Iure,Corrupt,2,10/09/2009 04:06:01,purple
37.0659,-52.8695,Ullam Offi,Non Dolorem Qui,Consequ,Corrupt,3,11/30/2003 02:49:55,orange
-10.3365,-46.2304,Ullam Offi,Veniam Ab,Asperiores,Corrupt,3,07/03/2004 23:00:45,purple
23.8965,16.7911,Ullam Offi,Voluptas Aliquid Eaque,Consequ,Corrupt,2,11/30/2003 02:49:55,blue
8.9185,-64.7732,Soluta,Veniam Ab,Asperiores,Corrupt,1,07/03/2004 23:00:45,orange
29.3419,-38.1104,Ullam Offi,Voluptas Aliquid Eaque,Nulla Omnis,Corrupt,3,02/21/2007 00:05:52,green
-6.1281,-74.0056,Soluta,Non Dolorem Qui,Nulla Omnis,Corrupt,2,04/03/2004 07:53:11,orange
-27.6232,-36.1478,Aliqua Totam,Minus Officia Facere,Accusa,Corrupt,3,04/03/2004 07:53:11,yellow
6.9418,-48.2087,Voluptatem Ni,Tempora Cumque,Suscipit Esse,Corrupt,2,12/10/2005 20:04:40,black
-7.0704,20.4572,Voluptatem Ni,Non Dolorem Qui,Qui,Corrupt,1,10/09/2009 04:06:01,blue
19.856,-21.8346,Soluta,Sit At,Nihil,Corrupt,2,11/30/2003 02:49:55,blue
31.7807,1.9377,Soluta,Sit At,Voluptas,Corrupt,3,10/09/2009 04:06:01,black
-13.8156,-53.6841,Ullam Offi,Non Dolorem Qui,Qui,Corrupt,1,07/03/2004 23:00:45,green
-23.4065,-1.7544,Illum Illo Q,Minus Officia Facere,Et,Corrupt,2,07/03/2004 23:00:45,purple
9.9701,-16.4551,Ullam Offi,Minus Officia Facere,Qui,Corrupt,2,07/01/2009 10:04:06,orange
25.2553,27.2374,Ullam Offi,Sit At,Cupidatat,Corrupt,2,10/09/2009 04:06:01,grey
-8.524,-60.7884,Voluptatem Ni,Minus Officia Facere,Consequ,Corrupt,3,10/09/2009 04:06:01,purple
-27.6232,-60.7884,Ullam Offi,Tempora Cumque,Doloremque Consequat,Corrupt,2,11/06/2004 18:15:12,black
-5.0194,-20.22,Illum Illo Q,Non Dolorem Qui,Quisqua,Corrupt,1,12/10/2005 20:04:40,green
5.9803,-52.8695,Voluptatem Ni,Ad Non Rem,Asperiores,Corrupt,1,07/01/2009 10:04:06,purple
18.0771,-48.2087,Voluptatem Ni,Veniam Ab,Quisqua,Corrupt,2,07/01/2009 10:04:06,blue
-10.3365,-59.7271,Ullam Offi,Nostrud Autem,Aut,Corrupt,2,07/01/2009 10:04:06,green
33.6237,-78.3441,Ullam Offi,Veniam Ab,Asperiores,Corrupt,3,05/03/2009 04:35:53,yellow
-20.846,22.3778,Aliqua Totam,Nostrud Autem,Corrupti Minus,Corrupt,2,06/05/2011 15:32:32,green
-2.4399,-31.6905,Voluptatem Ni,Perferendis Incidunt Deserunt,Nulla Omnis,Corrupt,3,06/05/2011 15:32:32,yellow
-8.5868,-17.2923,Ullam Offi,Voluptas Aliquid Eaque,Cupidatat,Corrupt,2,10/09/2009 04:06:01,black
9.6684,-3.5115,Illum Illo Q,Perferendis Incidunt Deserunt,Dolorem,Corrupt,2,11/06/2004 18:15:12,grey
36.873,29.4411,Soluta,Tempora Cumque,Quisqua,Corrupt,3,04/03/2004 07:53:11,green
38.4816,-58.233,Illum Illo Q,Saepe Sit,Dicta Vel,Corrupt,2,05/03/2009 04:35:53,green
36.873,-33.6692,Soluta,Veniam Ab,Sint,Corrupt,1,12/10/2005 20:04:40,black
0.0453,-16.4551,Illum Illo Q,Voluptas Aliquid Eaque,Similique Laborum,Corrupt,1,07/01/2009 10:04:06,blue
-23.2008,-56.7742,Aliqua Totam,Saepe Sit,Quisqua,Corrupt,2,07/01/2009 10:04:06,white
9.6684,-78.3441,Ullam Offi,Sit At,Voluptas,Corrupt,2,07/01/2009 10:04:06,red
-28.2275,17.4246,Ullam Offi,Ad Non Rem,Asperiores,Corrupt,2,06/05/2011 15:32:32,blue
18.0771,1.9377,Ullam Offi,Veniam Ab,Suscipit Esse,Corrupt,3,07/03/2004 23:00:45,black
16.7832,-47.9998,Soluta,Non Dolorem Qui,Similique Laborum,Corrupt,1,07/03/2004 23:00:45,yellow
-25.4594,-21.8346,Illum Illo Q,Ad Non Rem,Nulla Omnis,Corrupt,1,06/05/2011 15:32:32,green
-20.8013,13.9744,Soluta,Minus Officia Facere,Reprehen,Corrupt,2,02/21/2007 00:05:52,green
36.873,-35.6159,Voluptatem Ni,Veniam Ab,Nihil,Corrupt,2,07/03/2004 23:00:45,purple
14.9103,-60.6279,Aliqua Totam,Ad Non Rem,Aut,Corrupt,3,05/03/2009 04:35:53,purple
-12.0688,-47.2622,Voluptatem Ni,Saepe Sit,Qui,Corrupt,1,06/05/2011 15:32:32,white
31.7807,-36.7185,Voluptatem Ni,Perferendis Incidunt Deserunt,Tempora,Corrupt,3,05/03/2009 04:35:53,grey
34.7535,2.2868,Soluta,Nostrud Autem,Doloremque Consequat,Corrupt,3,07/03/2004 23:00:45,green
20.3014,-16.1816,Ullam Offi,Voluptas Aliquid Eaque,Consequ,Corrupt,2,06/05/2011 15:32:32,blue
35.0563,-71.9129,Soluta,Nostrud Autem,Doloremque Consequat,Corrupt,3,06/05/2011 15:32:32,green
10.9159,-59.7271,Ullam Offi,Voluptas Aliquid Eaque,Nulla Omnis,Corrupt,2,11/06/2004 18:15:12,yellow
-7.5187,2.6916,Soluta,Nostrud Autem,Et,Corrupt,2,07/01/2009 10:04:06,yellow
-18.5444,-21.8346,Voluptatem Ni,Minus Officia Facere,Quisquam Proiden,Corrupt,2,10/09/2009 04:06:01,red
23.2942,-79.0721,Voluptatem Ni,Nostrud Autem,Dicta Vel,Corrupt,1,11/30/2003 02:49:55,yellow
-4.3798,29.7332,Soluta,Nostrud Autem,Dicta Vel,Corrupt,1,07/03/2004 23:00:45,orange
-28.7925,-72.7128,Voluptatem Ni,Non Dolorem Qui,Et,Corrupt,3,06/05/2011 15:32:32,purple
34.7535,15.2147,Soluta,Voluptas Aliquid Eaque,Consequ,Corrupt,2,07/03/2004 23:00:45,blue
38.1624,-24.5359,Ullam Offi,Saepe Sit,Sint,Corrupt,3,02/21/2007 00:05:52,red
-7.5187,12.9524,Aliqua Totam,Sit At,Dicta Vel,Corrupt,2,11/06/2004 18:15:12,red
28.7345,-36.7185,Aliqua Totam,Minus Officia Facere,Nulla Omnis,Corrupt,2,10/09/2009 04:06:01,grey
5.535,-43.0884,Soluta,Voluptas Aliquid Eaque,Quisqua,Corrupt,3,07/03/2004 23:00:45,green
-14.5452,-71.9129,Ullam Offi,Veniam Ab,Similique Laborum,Corrupt,2,04/03/2004 07:53:11,blue
-28.8376,29.4411,Soluta,Sit At,Nulla Ab,Corrupt,2,05/03/2009 04:35:53,black
14.2387,12.9524,Soluta,Saepe Sit,Consequ,Corrupt,2,05/03/2009 04:35:53,orange
-28.7925,-36.1478,Ullam Offi,Non Dolorem Qui,Consequ,Corrupt,3,11/30/2003 02:49:55,purple
13.6002,-35.6159,Soluta,Nostrud Autem,Accusa,Corrupt,3,06/05/2011 15:32:32,orange
21.3363,-56.7742,Soluta,Minus Officia Facere,Asperiores,Corrupt,2,11/06/2004 18:15:12,blue
-5.0194,-35.6159,Aliqua Totam,Sit At,Reprehen,Corrupt,2,02/21/2007 00:05:52,orange
-28.7364,-3.5115,Voluptatem Ni,Saepe Sit,Tempora,Corrupt,2,02/21/2007 00:05:52,purple
25.2553,-42.46,Voluptatem Ni,Nostrud Autem,Aut,Corrupt,2,06/05/2011 15:32:32,orange
-28.5121,-48.2087,Aliqua Totam,Perferendis Incidunt Deserunt,Sequi,Corrupt,1,11/30/2003 02:49:55,yellow
35.3531,-21.8346,Voluptatem Ni,Nostrud Autem,Cupidatat,Corrupt,2,11/06/2004 18:15:12,yellow
17.9826,2.6916,Soluta,Sit At,Suscipit Esse,Corrupt,2,07/03/2004 23:00:45,white
12.2554,-64.7732,Voluptatem Ni,Non Dolorem Qui,Nihil,Corrupt,1,10/09/2009 04:06:01,red
-13.0763,-16.1816,Soluta,Tempora Cumque,Cupidatat,Corrupt,2,04/03/2004 07:53:11,orange
2.535,2.2868,Aliqua Totam,Non Dolorem Qui,Sequi,Corrupt,3,02/21/2007 00:05:52,grey
21.3363,-42.46,Soluta,Perferendis Incidunt Deserunt,Aut,Corrupt,3,04/03/2004 07:53:11,white
6.9418,-4.6371,Illum Illo Q,Perferendis Incidunt Deserunt,Dolorem,Corrupt,2,06/05/2011 15:32:32,orange
-2.0074,-70.2099,Illum Illo Q,Veniam Ab,Similique Laborum,Corrupt,1,07/01/2009 10:04:06,blue
-14.6085,-36.1478,Voluptatem Ni,Ad Non Rem,Accusa,Corrupt,3,11/30/2003 02:49:55,orange
-23.4065,0.1472,Voluptatem Ni,Veniam Ab,Proiden,Corrupt,2,11/30/2003 02:49:55,orange
-22.7419,25.2909,Ullam Offi,Minus Officia Facere,Cupidatat,Corrupt,2,07/03/2004 23:00:45,blue
4.2113,-21.7147,Soluta,Nostrud Autem,Aut,Corrupt,3,04/03/2004 07:53:11,purple
20.8331,-33.6692,Voluptatem Ni,Perferendis Incidunt Deserunt,Suscipit Esse,Corrupt,1,07/03/2004 23:00:45,green
20.8331,-13.5761,Aliqua Totam,Perferendis Incidunt Deserunt,Consequ,Corrupt,1,02/21/2007 00:05:52,black
25.5219,-36.2238,Voluptatem Ni,Sit At,Doloremque Consequat,Corrupt,3,04/03/2004 07:53:11,orange
32.8015,-10.3848,Ullam Offi,Veniam Ab,Aut,Corrupt,3,11/06/2004 18:15:12,blue
35.0563,-71.9129,Voluptatem Ni,Voluptas Aliquid Eaque,Nulla Omnis,Corrupt,2,12/10/2005 20:04:40,white
-6.0266,-42.46,Soluta,Voluptas Aliquid Eaque,Nihil,Corrupt,3,07/03/2004 23:00:45,purple
-2.234,-36.2238,Illum Illo Q,Veniam Ab,Aut,Corrupt,3,11/30/2003 02:49:55,white
-22.7419,-74.0056,Voluptatem Ni,Nostrud Autem,Quisqua,Corrupt,3,10/09/2009 04:06:01,grey
-18.2422,-57.7194,Soluta,Ad Non Rem,Iure,Corrupt,2,06/05/2011 15:32:32,yellow
-23.2474,-60.7884,Soluta,Sit At,Dicta Vel,Corrupt,1,11/30/2003 02:49:55,purple
38.4816,-16.1816,Soluta,Minus Officia Facere,Asperiores,Corrupt,2,12/10/2005 20:04:40,white
27.6199,13.4533,Soluta,Ad Non Rem,Voluptas,Corrupt,1,12/10/2005 20:04:40,purple
-25.4594,-19.975,Voluptatem Ni,Saepe Sit,Consequ,Corrupt,3,11/30/2003 02:49:55,blue
-28.2275,-66.6213,Aliqua Totam,Tempora Cumque,Asperiores,Corrupt,1,11/30/2003 02:49:55,red
21.3363,-42.46,Illum Illo Q,Minus Officia Facere,Nulla Ab,Corrupt,1,10/09/2009 04:06:01,orange
27.6199,-21.7147,Voluptatem Ni,Sit At,Quisquam Proiden,Corrupt,1,04/03/2004 07:53:11,black
38.7232,-48.2087,Soluta,Nostrud Autem,Nulla Omnis,Corrupt,2,10/09/2009 04:06:01,yellow
-18.2422,-60.6279,Illum Illo Q,Tempora Cumque,Reprehen,Corrupt,3,04/03/2004 07:53:11,orange
-20.8013,-36.2238,Ullam Offi,Nostrud Autem,Nulla Ab,Corrupt,1,11/30/2003 02:49:55,yellow
-10.2952,-47.9998,Ullam Offi,Non Dolorem Qui,Iure,Corrupt,3,06/05/2011 15:32:32,purple
6.3545,-44.494,Soluta,Voluptas Aliquid Eaque,Voluptas,Corrupt,2,05/03/2009 04:35:53,orange
16.7832,-66.0967,Illum Illo Q,Perferendis Incidunt Deserunt,Aut,Corrupt,2,06/05/2011 15:32:32,white
35.2104,13.3237,Soluta,Minus Officia Facere,Tempora,Corrupt,2,07/03/2004 23:00:45,red
-10.3365,-64.7732,Soluta,Sit At,Similique Laborum,Corrupt,3,02/21/2007 00:05:52,white
-6.1281,6.0526,Soluta,Ad Non Rem,Proiden,Corrupt,2,10/09/2009 04:06:01,red
17.2921,16.1616,Ullam Offi,Sit At,Dolorem,Corrupt,1,05/03/2009 04:35:53,black
-12.5503,-31.6905,Voluptatem Ni,Sit At,Similique Laborum,Corrupt,2,07/03/2004 23:00:45,black
23.8965,-53.6841,Soluta,Minus Officia Facere,Similique Laborum,Corrupt,2,12/10/2005 20:04:40,green
25.1844,-65.4738,Ullam Offi,Perferendis Incidunt Deserunt,Doloremque Consequat,Corrupt,2,06/05/2011 15:32:32,grey
-16.4965,2.2868,Ullam Offi,Nostrud Autem,Reprehen,Corrupt,2,06/05/2011 15:32:32,orange
3.4576,-16.4551,Ullam Offi,Ad Non Rem,Sint,Corrupt,2,07/03/2004 23:00:45,blue
4.2113,-16.1816,Ullam Offi,Perferendis Incidunt Deserunt,Consequ,Corrupt,3,05/03/2009 04:35:53,white
-4.8537,-20.22,Aliqua Totam,Minus Officia Facere,Corrupti Minus,Corrupt,1,12/10/2005 20:04:40,green
31.7807,13.4533,Ullam Offi,Veniam Ab,Quisqua,Corrupt,2,11/30/2003 02:49:55,black
23.2942,-74.0056,Voluptatem Ni,Perferendis Incidunt Deserunt,Sint,Corrupt,2,07/03/2004 23:00:45,purple
-21.4559,2.6916,Ullam Offi,Minus Officia Facere,Nihil,Corrupt,3,05/03/2009 04:35:53,orange
-5.0194,-60.6279,Ullam Offi,Sit At,Consequ,Corrupt,2,07/01/2009 10:04:06,yellow
19.856,-22.4504,Soluta,Nostrud Autem,Qui,Corrupt,2,04/03/2004 07:53:11,red
31.7807,-43.0884,Soluta,Sit At,Cupidatat,Corrupt,2,07/01/2009 10:04:06,black
31.6711,0.1472,Ullam Offi,Nostrud Autem,Iure,Corrupt,3,07/03/2004 23:00:45,orange
0.0453,-21.7147,Aliqua Totam,Veniam Ab,Corrupti Minus,Corrupt,2,07/01/2009 10:04:06,green
5.535,-22.4504,Ullam Offi,Veniam Ab,Proiden,Corrupt,2,04/03/2004 07:53:11,blue
27.1105,-38.1104,Voluptatem Ni,Ad Non Rem,Dolorem,Corrupt,2,11/06/2004 18:15:12,purple
-13.0763,-56.7742,Aliqua Totam,Veniam Ab,Et,Corrupt,2,10/09/2009 04:06:01,orange
-4.3798,-43.0884,Ullam Offi,Nostrud Autem,Doloremque Consequat,Corrupt,3,07/03/2004 23:00:45,blue
-2.7335,-30.6557,Voluptatem Ni,Nostrud Autem,Qui,Corrupt,1,07/03/2004 23:00:45,yellow
36.873,-46.2304,Soluta,Nostrud Autem,Voluptas,Corrupt,1,07/01/2009 10:04:06,black
-9.9126,-19.3852,Ullam Offi,Sit At,Consequ,Corrupt,1,11/30/2003 02:49:55,purple
-3.8475,27.7702,Soluta,Saepe Sit,Tempora,Corrupt,1,07/01/2009 10:04:06,red
-20.729,-22.4504,Ullam Offi,Tempora Cumque,Aut,Corrupt,3,12/10/2005 20:04:40,red
18.2001,27.7702,Voluptatem Ni,Perferendis Incidunt Deserunt,Asperiores,Corrupt,3,11/30/2003 02:49:55,black
9.9701,-59.7271,Soluta,Voluptas Aliquid Eaque,Nihil,Corrupt,1,07/01/2009 10:04:06,red
28.7345,-43.0884,Ullam Offi,Minus Officia Facere,Sequi,Corrupt,2,04/03/2004 07:53:11,blue
0.0453,-35.6159,Ullam Offi,Nostrud Autem,Et,Corrupt,1,07/01/2009 10:04:06,green
-27.6232,-64.7732,Aliqua Totam,Nostrud Autem,Dolorem,Corrupt,2,06/05/2011 15:32:32,yellow
15.3382,-5.6457,Ullam Offi,Saepe Sit,Aut,Corrupt,3,07/03/2004 23:00:45,orange
34.1292,13.9744,Soluta,Veniam Ab,Similique Laborum,Corrupt,3,10/09/2009 04:06:01,orange
